,payment_date,card_type,amount_spent
1301,2021-08-20 12:36:46,visa-electron,8784
1302,2021-01-31 21:10:53,jcb,5513
1303,2021-11-05 09:49:37,visa-electron,5980
1304,2021-10-11 06:13:45,jcb,2129
1305,2021-07-09 20:53:24,mastercard,3814
1306,2021-06-14 09:07:25,maestro,2940
1307,2021-08-17 21:01:59,diners-club-international,3495
1308,2021-03-21 13:43:40,jcb,7527
1309,2021-05-10 19:28:56,diners-club-carte-blanche,4729
1310,2021-06-13 22:19:37,jcb,583
1311,2021-04-11 16:49:23,diners-club-carte-blanche,4165
1312,2021-10-30 23:59:41,laser,5850
1313,2021-05-30 15:19:58,china-unionpay,3193
1314,2021-01-15 19:59:17,solo,9979
1315,2021-09-02 22:26:02,diners-club-international,8060
1316,2021-02-28 23:07:47,jcb,3635
1317,2021-12-26 22:38:49,switch,4334
1318,2021-08-17 21:34:19,jcb,6753
1319,2021-02-21 09:35:18,jcb,6914
1320,2021-10-09 23:04:19,china-unionpay,8998
1321,2021-10-17 21:35:28,maestro,960
1322,2021-02-19 03:13:53,jcb,4581
1323,2021-01-30 15:48:39,china-unionpay,3202
1324,2021-02-25 05:18:53,jcb,8668
1325,2021-10-18 16:44:52,jcb,7017
1326,2021-09-15 21:46:53,jcb,9630
1327,2021-06-17 02:53:07,diners-club-us-ca,8321
1328,2021-12-12 18:24:19,americanexpress,1168
1329,2021-05-01 09:14:46,jcb,6007
1330,2021-06-13 16:13:30,visa,1281
1331,2021-02-13 08:14:22,instapayment,4377
1332,2021-09-30 03:37:00,jcb,5634
1333,2021-05-27 18:14:44,jcb,6493
1334,2021-06-19 04:39:44,diners-club-enroute,2646
1335,2021-06-16 03:29:55,visa,5305
1336,2021-11-15 03:10:20,jcb,5590
1337,2021-12-22 02:50:06,jcb,5594
1338,2021-05-18 05:17:57,visa-electron,3352
1339,2021-11-16 19:00:38,mastercard,1887
1340,2021-11-30 13:02:01,jcb,7456
1341,2021-12-03 21:57:03,china-unionpay,5093
1342,2021-10-12 02:54:45,jcb,8551
1343,2021-08-05 14:19:01,diners-club-us-ca,1959
1344,2021-04-21 12:27:45,diners-club-enroute,7067
1345,2021-01-19 15:34:07,jcb,1196
1346,2021-03-22 23:46:22,laser,8422
1347,2021-04-29 16:35:59,switch,2449
1348,2021-11-15 03:39:38,americanexpress,5563
1349,2021-05-10 13:28:19,china-unionpay,8898
1350,2021-09-13 05:48:25,jcb,8120
1351,2021-07-03 17:37:27,diners-club-carte-blanche,6217
1352,2021-11-02 05:05:41,jcb,8930
1353,2021-12-21 22:03:34,diners-club-us-ca,9234
1354,2021-06-12 10:41:54,jcb,7089
1355,2021-07-11 13:49:06,jcb,6839
1356,2021-11-08 19:36:41,jcb,9668
1357,2021-05-29 20:00:25,maestro,990
1358,2021-12-22 00:24:18,switch,9683
1359,2021-03-23 17:40:15,mastercard,2357
1360,2021-06-11 13:32:24,switch,9803
1361,2021-08-10 11:31:23,jcb,3481
1362,2021-02-05 14:08:19,diners-club-carte-blanche,8624
1363,2021-10-15 00:03:07,diners-club-enroute,8494
1364,2021-10-28 03:37:55,mastercard,5984
1365,2021-12-21 23:26:29,americanexpress,9887
1366,2021-04-01 10:30:28,americanexpress,7433
1367,2021-09-20 09:44:50,jcb,9050
1368,2021-10-12 08:36:26,jcb,2269
1369,2021-05-04 00:14:07,diners-club-enroute,2883
1370,2021-04-15 14:04:53,jcb,265
1371,2021-01-11 13:35:06,mastercard,9004
1372,2021-11-01 17:56:49,jcb,4777
1373,2021-07-02 12:34:14,jcb,5911
1374,2021-11-21 05:48:27,visa,3022
1375,2021-03-23 23:08:38,visa,3943
1376,2021-05-19 09:48:15,bankcard,1574
1377,2021-09-06 21:25:22,bankcard,9071
1378,2021-12-11 16:30:57,china-unionpay,6500
1379,2021-01-11 03:24:31,instapayment,8337
1380,2021-06-06 23:43:03,visa-electron,7384
1381,2021-02-14 18:41:22,jcb,2130
1382,2021-09-09 03:23:36,bankcard,8924
1383,2021-08-15 14:41:09,maestro,322
1384,2021-03-26 05:46:07,switch,779
1385,2021-06-19 14:56:50,jcb,2530
1386,2021-08-22 04:45:33,jcb,7122
1387,2021-06-11 05:19:15,americanexpress,7268
1388,2021-02-13 19:51:43,mastercard,2445
1389,2021-03-12 16:55:25,jcb,1966
1390,2021-03-03 17:56:17,diners-club-enroute,1992
1391,2021-06-23 01:18:21,maestro,7236
1392,2021-12-17 06:27:33,jcb,1997
1393,2021-10-09 23:30:43,diners-club-carte-blanche,1427
1394,2021-10-13 22:08:42,visa,7219
1395,2021-02-06 06:16:16,maestro,3850
1396,2021-03-18 08:27:58,mastercard,4781
1397,2021-04-17 11:09:46,mastercard,6976
1398,2021-05-29 10:50:08,mastercard,9627
1399,2021-05-25 01:01:35,americanexpress,4887
1400,2021-12-09 04:08:27,jcb,795
1401,2021-09-22 10:03:45,jcb,3015
1402,2021-01-04 19:59:07,visa-electron,9260
1403,2021-09-23 10:40:35,jcb,5627
1404,2021-11-03 19:30:25,switch,1799
1405,2021-01-14 02:53:01,diners-club-carte-blanche,3667
1406,2021-10-24 00:40:54,jcb,4267
1407,2021-05-28 12:55:24,diners-club-enroute,7996
1408,2021-09-10 09:05:15,jcb,8027
1409,2021-12-15 18:06:03,diners-club-enroute,5162
1410,2021-11-22 08:52:21,mastercard,1815
1411,2021-10-23 16:54:26,maestro,716
1412,2021-08-04 07:25:19,diners-club-carte-blanche,5047
1413,2021-10-09 13:10:17,americanexpress,6256
1414,2021-08-23 13:19:35,jcb,6852
1415,2021-06-27 23:38:51,jcb,2753
1416,2021-10-10 10:44:22,maestro,625
1417,2021-08-10 16:26:29,maestro,4844
1418,2021-06-20 09:18:54,jcb,3637
1419,2021-09-12 05:28:32,jcb,2573
1420,2021-06-07 08:27:09,diners-club-international,3471
1421,2021-05-25 16:48:31,visa-electron,7419
1422,2021-08-14 12:17:01,diners-club-enroute,9375
1423,2021-02-26 02:20:48,solo,4751
1424,2021-03-19 13:19:52,jcb,1557
1425,2021-06-29 23:12:43,diners-club-international,170
1426,2021-02-16 15:49:07,jcb,6094
1427,2021-03-05 06:33:52,diners-club-enroute,9530
1428,2021-12-30 17:51:04,laser,4094
1429,2021-01-11 07:14:48,instapayment,3695
1430,2021-12-14 11:44:21,bankcard,7812
1431,2021-11-30 22:57:47,mastercard,4784
1432,2021-10-13 20:11:00,mastercard,8248
1433,2021-05-24 03:43:53,jcb,648
1434,2021-06-19 05:47:17,jcb,884
1435,2021-05-30 17:04:15,jcb,8492
1436,2021-09-27 05:50:15,americanexpress,4040
1437,2021-02-18 04:34:35,jcb,4344
1438,2021-12-19 19:29:09,americanexpress,7043
1439,2021-01-08 23:15:46,jcb,5956
1440,2021-01-25 01:59:49,visa-electron,3821
1441,2021-01-20 14:42:17,solo,605
1442,2021-08-19 01:29:31,americanexpress,1270
1443,2021-09-19 08:01:16,jcb,7728
1444,2021-07-29 20:51:59,jcb,6195
1445,2021-06-02 13:13:22,americanexpress,2770
1446,2021-05-19 02:01:39,maestro,9736
1447,2021-09-18 05:32:05,china-unionpay,3674
1448,2021-10-25 18:03:22,jcb,9512
1449,2021-08-04 14:47:20,switch,7803
1450,2021-11-08 08:56:50,bankcard,4385
1451,2021-03-19 00:57:35,switch,617
1452,2021-03-19 04:34:31,jcb,9090
1453,2021-03-31 11:35:22,switch,3136
1454,2021-04-27 22:00:19,visa-electron,5908
1455,2021-07-25 01:51:47,jcb,5387
1456,2021-02-21 09:50:58,instapayment,4955
1457,2021-05-21 03:43:55,mastercard,5396
1458,2021-01-09 20:33:05,jcb,207
1459,2021-06-29 20:28:36,jcb,6581
1460,2021-07-24 17:01:21,jcb,2657
1461,2021-03-06 12:12:43,jcb,2878
1462,2021-02-23 17:31:03,maestro,8420
1463,2021-01-02 18:00:48,jcb,4366
1464,2021-04-09 20:54:30,jcb,7353
1465,2021-01-04 03:14:51,jcb,9816
1466,2021-08-26 22:24:21,jcb,2613
1467,2021-09-21 18:09:30,instapayment,1660
1468,2021-06-11 08:18:10,jcb,1620
1469,2021-02-18 06:23:26,jcb,631
1470,2021-05-04 06:35:50,jcb,9531
1471,2021-01-27 19:52:21,jcb,9773
1472,2021-01-10 12:38:08,bankcard,6884
1473,2021-09-11 08:50:49,switch,4267
1474,2021-07-04 05:27:33,jcb,4993
1475,2021-12-29 17:24:52,bankcard,3402
1476,2021-12-07 11:48:22,diners-club-enroute,1910
1477,2021-04-21 21:33:52,jcb,108
1478,2021-04-30 06:57:32,instapayment,6476
1479,2021-09-15 02:36:52,jcb,9033
1480,2021-03-10 18:19:45,jcb,6350
1481,2021-11-26 02:29:25,jcb,4970
1482,2021-08-26 20:48:55,jcb,5897
1483,2021-05-15 00:57:22,bankcard,5100
1484,2021-04-12 15:55:33,bankcard,5234
1485,2021-03-06 23:26:42,maestro,3369
1486,2021-03-01 02:55:20,china-unionpay,9277
1487,2021-05-25 06:20:14,jcb,7015
1488,2021-05-26 12:06:43,visa-electron,8062
1489,2021-12-30 03:31:27,mastercard,4080
1490,2021-05-10 16:08:01,diners-club-carte-blanche,7805
1491,2021-10-25 18:13:45,jcb,2427
1492,2021-03-29 13:05:36,jcb,8593
1493,2021-02-04 10:05:35,mastercard,1698
1494,2021-10-28 12:07:52,jcb,6739
1495,2021-04-13 13:59:03,visa,1563
1496,2021-04-30 01:28:15,mastercard,2234
1497,2021-12-14 09:23:26,china-unionpay,9550
1498,2021-02-13 16:36:24,visa-electron,3399
1499,2021-10-13 17:52:45,visa-electron,1717
1500,2021-07-29 17:35:36,mastercard,2848
1501,2021-05-09 10:50:55,jcb,1483
1502,2021-06-24 10:15:35,diners-club-enroute,9282
1503,2021-02-07 03:42:12,jcb,1678
1504,2021-10-04 14:43:06,diners-club-enroute,473
1505,2021-03-27 16:20:38,diners-club-us-ca,5297
1506,2021-03-18 13:16:28,maestro,7806
1507,2021-09-12 04:04:35,jcb,4544
1508,2021-11-26 18:28:24,diners-club-enroute,3233
1509,2021-07-31 01:50:42,maestro,2925
1510,2021-07-21 11:25:08,visa-electron,8784
1511,2021-01-08 07:19:50,solo,8245
1512,2021-05-29 08:41:05,jcb,6794
1513,2021-07-20 11:45:50,switch,595
1514,2021-02-23 23:11:28,china-unionpay,1427
1515,2021-10-14 14:47:05,maestro,8236
1516,2021-03-14 15:19:26,mastercard,9824
1517,2021-05-14 05:02:58,bankcard,8113
1518,2021-03-12 10:04:08,laser,4513
1519,2021-08-13 08:20:52,jcb,469
1520,2021-08-25 02:12:48,jcb,7279
1521,2021-02-21 11:20:50,jcb,3868
1522,2021-08-31 14:23:10,jcb,2312
1523,2021-12-03 13:38:29,bankcard,9694
1524,2021-01-27 15:08:49,jcb,4670
1525,2021-03-15 04:26:10,mastercard,9893
1526,2021-05-02 19:29:17,mastercard,8389
1527,2021-07-21 03:59:49,switch,2004
1528,2021-07-13 12:06:19,jcb,7728
1529,2021-12-19 03:15:27,visa-electron,1416
1530,2021-03-12 03:50:37,switch,558
1531,2021-01-25 02:17:45,switch,7997
1532,2021-06-20 08:17:10,jcb,2324
1533,2021-02-01 03:10:23,mastercard,2101
1534,2021-05-31 03:48:27,visa-electron,2982
1535,2021-04-21 12:21:45,visa-electron,4590
1536,2021-11-24 08:01:50,laser,4074
1537,2021-08-04 13:48:03,china-unionpay,1398
1538,2021-03-23 03:22:46,maestro,6106
1539,2021-11-30 14:38:04,maestro,3436
1540,2021-03-30 06:58:30,americanexpress,1179
1541,2021-03-13 13:51:44,solo,3918
1542,2021-09-07 11:12:57,jcb,2414
1543,2021-01-13 20:28:26,jcb,5960
1544,2021-06-10 06:57:40,bankcard,4418
1545,2021-10-10 15:43:00,jcb,2999
1546,2021-10-25 17:37:35,jcb,7251
1547,2021-03-07 14:52:47,jcb,6067
1548,2021-12-10 02:21:18,maestro,3280
1549,2021-01-27 05:03:01,mastercard,2591
1550,2021-02-28 14:42:45,bankcard,7845
1551,2021-10-06 09:56:40,solo,9887
1552,2021-04-15 09:31:12,jcb,7459
1553,2021-03-02 04:21:20,jcb,4038
1554,2021-01-17 08:44:41,jcb,1453
1555,2021-09-27 12:56:50,jcb,3209
1556,2021-02-11 02:31:30,jcb,5047
1557,2021-03-17 14:41:30,visa,9123
1558,2021-06-26 01:21:33,jcb,4467
1559,2021-05-08 08:36:19,mastercard,5088
1560,2021-11-14 09:30:25,jcb,8652
1561,2021-10-03 20:22:56,maestro,1092
1562,2021-01-28 21:47:10,mastercard,4442
1563,2021-11-19 02:51:13,switch,1633
1564,2021-06-10 01:56:57,instapayment,2986
1565,2021-04-07 20:50:32,mastercard,7826
1566,2021-12-29 06:25:27,diners-club-enroute,1844
1567,2021-09-08 23:09:36,americanexpress,2849
1568,2021-10-13 07:09:47,diners-club-carte-blanche,7543
1569,2021-03-25 01:04:04,jcb,9736
1570,2021-06-04 12:32:43,china-unionpay,7920
1571,2021-01-13 01:35:00,diners-club-us-ca,6847
1572,2021-08-17 15:10:47,diners-club-carte-blanche,4137
1573,2021-01-03 19:00:34,jcb,8397
1574,2021-02-10 04:34:58,jcb,423
1575,2021-02-01 18:17:15,jcb,8157
1576,2021-06-20 20:56:40,visa-electron,9340
1577,2021-10-09 18:23:15,americanexpress,7845
1578,2021-03-26 04:16:26,diners-club-enroute,2362
1579,2021-09-17 03:56:41,jcb,1306
1580,2021-05-04 13:20:22,jcb,3113
1581,2021-07-13 04:43:06,mastercard,6875
1582,2021-11-16 21:39:00,americanexpress,6817
1583,2021-04-24 18:52:12,visa-electron,9948
1584,2021-12-21 05:45:10,jcb,1693
1585,2021-11-25 01:31:07,jcb,5826
1586,2021-02-10 18:39:00,americanexpress,7257
1587,2021-05-29 12:18:51,maestro,8744
1588,2021-05-26 17:31:52,china-unionpay,3853
1589,2021-05-26 09:33:09,jcb,8911
1590,2021-08-24 17:18:37,jcb,2507
1591,2021-06-27 20:04:12,maestro,4301
1592,2021-08-29 08:39:17,switch,1553
1593,2021-09-22 20:41:06,jcb,2988
1594,2021-08-04 09:13:13,jcb,1668
1595,2021-01-17 11:15:40,jcb,9532
1596,2021-10-16 04:07:58,diners-club-enroute,5574
1597,2021-02-18 23:20:21,visa,4490
1598,2021-08-17 13:31:45,solo,9043
1599,2021-07-29 09:44:25,jcb,3954
1600,2021-07-13 14:45:36,diners-club-enroute,4073
1601,2021-02-16 08:58:21,china-unionpay,8640
1602,2021-05-29 02:48:00,americanexpress,2035
1603,2021-10-04 00:26:14,switch,4283
1604,2021-01-30 05:10:16,switch,2211
1605,2021-01-24 06:33:08,switch,5556
1606,2021-05-22 17:38:25,jcb,190
1607,2021-11-23 11:02:40,maestro,9267
1608,2021-03-06 08:39:42,jcb,5004
1609,2021-05-13 13:11:12,mastercard,7815
1610,2021-04-26 15:36:15,maestro,9415
1611,2021-06-04 05:38:33,jcb,989
1612,2021-09-27 21:32:20,maestro,5117
1613,2021-08-05 17:20:02,jcb,2524
1614,2021-02-22 05:45:03,switch,5851
1615,2021-10-05 09:22:15,jcb,2703
1616,2021-02-24 21:57:23,jcb,6294
1617,2021-05-21 09:34:41,jcb,316
1618,2021-06-23 13:48:05,jcb,5418
1619,2021-10-12 07:55:16,jcb,3438
1620,2021-04-26 08:23:46,jcb,3367
1621,2021-08-14 21:39:26,jcb,5155
1622,2021-12-27 17:08:17,jcb,9553
1623,2021-09-22 00:00:14,jcb,944
1624,2021-06-02 19:58:10,jcb,278
1625,2021-08-28 10:08:20,mastercard,5788
1626,2021-11-16 13:19:27,diners-club-carte-blanche,3165
1627,2021-05-15 07:42:40,mastercard,8649
1628,2021-07-21 06:01:19,jcb,8800
1629,2021-07-01 14:59:34,jcb,6268
1630,2021-04-23 06:54:38,china-unionpay,6016
1631,2021-01-06 23:09:05,bankcard,6246
1632,2021-06-19 17:40:18,jcb,2715
1633,2021-04-24 10:47:21,diners-club-enroute,2524
1634,2021-01-10 22:50:07,jcb,2012
1635,2021-05-17 12:04:27,jcb,1856
1636,2021-03-24 21:26:11,visa-electron,3083
1637,2021-12-09 18:57:00,jcb,560
1638,2021-11-20 19:23:30,mastercard,574
1639,2021-10-24 07:30:51,jcb,3672
1640,2021-05-19 08:46:14,maestro,8075
1641,2021-04-13 13:00:08,jcb,9119
1642,2021-03-17 16:00:41,jcb,1580
1643,2021-10-20 09:28:24,switch,6326
1644,2021-11-26 19:39:10,jcb,3289
1645,2021-03-05 21:40:45,visa,2946
1646,2021-10-14 03:15:42,jcb,9824
1647,2021-10-22 16:29:11,visa,1180
1648,2021-04-13 19:15:47,switch,1287
1649,2021-02-11 10:20:08,jcb,5911
1650,2021-01-28 08:46:27,jcb,9340
1651,2021-07-25 14:31:23,jcb,8335
1652,2021-10-23 13:33:18,instapayment,833
1653,2021-04-17 16:38:16,mastercard,898
1654,2021-03-14 23:40:18,maestro,1310
1655,2021-08-01 11:22:00,bankcard,8591
1656,2021-05-06 09:03:48,bankcard,241
1657,2021-04-14 09:32:09,jcb,9955
1658,2021-07-17 07:27:06,jcb,6272
1659,2021-01-28 01:54:52,bankcard,3980
1660,2021-03-31 03:44:03,diners-club-carte-blanche,1837
1661,2021-12-10 01:17:04,jcb,1790
1662,2021-08-27 10:07:51,visa,1523
1663,2021-10-10 01:25:38,visa-electron,6588
1664,2021-12-20 03:22:47,jcb,4466
1665,2021-12-10 08:57:21,diners-club-enroute,6886
1666,2021-06-17 06:38:41,jcb,2596
1667,2021-12-06 05:42:55,laser,6905
1668,2021-07-26 13:35:07,switch,5049
1669,2021-07-17 08:30:21,jcb,1812
1670,2021-06-07 13:51:06,china-unionpay,5696
1671,2021-12-05 06:19:12,jcb,6659
1672,2021-03-02 12:40:03,switch,4119
1673,2021-07-08 01:03:13,maestro,1304
1674,2021-07-16 05:04:54,visa-electron,3665
1675,2021-05-24 01:33:05,americanexpress,9585
1676,2021-12-15 20:32:29,americanexpress,6210
1677,2021-12-01 09:26:28,jcb,6704
1678,2021-10-11 16:04:37,maestro,5922
1679,2021-02-07 15:55:05,jcb,4409
1680,2021-03-23 14:52:33,jcb,7415
1681,2021-07-17 21:32:33,china-unionpay,3942
1682,2021-11-07 18:15:01,jcb,1119
1683,2021-10-29 21:44:43,jcb,2673
1684,2021-04-05 05:27:27,jcb,2844
1685,2021-03-25 12:13:37,jcb,6905
1686,2021-06-21 23:11:45,jcb,5603
1687,2021-02-05 09:10:46,visa-electron,4577
1688,2021-02-04 03:09:41,jcb,5354
1689,2021-12-01 03:54:41,jcb,1119
1690,2021-07-26 17:18:12,jcb,4873
1691,2021-05-05 17:06:32,jcb,9295
1692,2021-10-13 01:32:00,jcb,7863
1693,2021-06-27 15:49:52,switch,4162
1694,2021-07-25 09:16:22,americanexpress,9377
1695,2021-02-28 16:42:00,mastercard,9001
1696,2021-05-14 09:23:09,visa-electron,4962
1697,2021-08-22 21:17:05,laser,7412
1698,2021-07-24 20:56:26,china-unionpay,8206
1699,2021-06-29 01:54:54,diners-club-us-ca,4377
1700,2021-02-25 23:31:08,americanexpress,1135
1701,2021-07-20 20:07:11,jcb,5887
1702,2021-07-28 18:04:38,switch,2440
1703,2021-02-05 06:58:41,diners-club-us-ca,7375
1704,2021-12-24 12:41:29,jcb,3185
1705,2021-10-22 14:24:37,jcb,6738
1706,2021-06-29 05:52:59,diners-club-enroute,3049
1707,2021-08-08 04:31:38,switch,7463
1708,2021-03-14 21:36:03,jcb,119
1709,2021-03-12 14:03:15,jcb,4588
1710,2021-02-10 03:43:14,diners-club-us-ca,514
1711,2021-08-24 14:31:06,jcb,5695
1712,2021-02-18 12:02:50,jcb,9425
1713,2021-01-13 05:13:10,maestro,2528
1714,2021-09-18 04:27:55,americanexpress,1482
1715,2021-01-24 22:15:26,maestro,5712
1716,2021-03-23 12:18:33,jcb,5299
1717,2021-09-29 09:16:37,jcb,1290
1718,2021-04-12 22:10:07,jcb,2941
1719,2021-01-30 05:03:16,maestro,6916
1720,2021-03-02 02:16:57,jcb,2618
1721,2021-04-15 13:50:53,jcb,8359
1722,2021-11-27 22:21:09,jcb,2469
1723,2021-06-03 09:56:42,visa,2815
1724,2021-12-25 14:30:24,jcb,3019
1725,2021-05-15 20:34:39,switch,6875
1726,2021-04-20 22:17:14,mastercard,2141
1727,2021-06-17 18:02:51,solo,9586
1728,2021-09-17 11:12:29,jcb,4342
1729,2021-03-25 13:44:32,maestro,4524
1730,2021-12-29 20:46:52,jcb,9321
1731,2021-08-24 13:42:22,jcb,5211
1732,2021-03-10 13:26:10,jcb,5611
1733,2021-10-21 12:52:09,visa,310
1734,2021-12-10 12:48:10,mastercard,3989
1735,2021-08-13 20:26:23,laser,3637
1736,2021-06-13 16:47:58,instapayment,5144
1737,2021-11-23 14:32:23,jcb,2109
1738,2021-06-12 06:47:39,visa-electron,3265
1739,2021-12-23 15:34:19,visa-electron,576
1740,2021-05-25 02:19:55,jcb,475
1741,2021-09-02 21:43:05,jcb,6490
1742,2021-08-20 05:32:56,jcb,8127
1743,2021-02-18 23:59:54,jcb,2403
1744,2021-05-22 02:40:08,jcb,760
1745,2021-10-14 05:51:30,mastercard,1362
1746,2021-11-12 11:08:45,visa-electron,738
1747,2021-05-22 14:36:43,mastercard,3578
1748,2021-09-21 22:57:08,americanexpress,759
1749,2021-09-13 12:27:38,jcb,8056
1750,2021-01-22 15:15:50,jcb,7036
1751,2021-08-11 22:36:55,maestro,8628
1752,2021-07-01 03:37:47,jcb,8913
1753,2021-06-14 08:13:07,jcb,5834
1754,2021-07-09 10:05:12,maestro,6682
1755,2021-09-20 04:18:45,jcb,8378
1756,2021-07-13 18:21:44,jcb,2335
1757,2021-03-19 04:13:19,maestro,2154
1758,2021-11-27 10:15:24,maestro,5872
1759,2021-06-19 00:49:20,maestro,1777
1760,2021-07-18 17:12:17,jcb,2305
1761,2021-05-21 12:42:46,jcb,7322
1762,2021-04-24 16:32:50,maestro,3128
1763,2021-04-22 13:07:18,visa-electron,2799
1764,2021-01-14 06:28:45,mastercard,8971
1765,2021-11-01 05:07:57,jcb,9702
1766,2021-03-03 21:42:13,mastercard,1909
1767,2021-09-20 05:29:57,mastercard,3816
1768,2021-11-29 07:06:47,switch,1751
1769,2021-01-01 13:32:38,jcb,5614
1770,2021-08-03 20:53:26,mastercard,7531
1771,2021-08-06 22:00:41,visa,7626
1772,2021-04-01 21:59:44,jcb,9599
1773,2021-04-23 08:04:03,jcb,3456
1774,2021-04-14 15:00:25,jcb,2944
1775,2021-07-03 10:26:22,jcb,7346
1776,2021-11-30 17:25:39,mastercard,8081
1777,2021-04-30 01:18:01,jcb,5146
1778,2021-10-17 18:05:36,jcb,3438
1779,2021-01-12 08:55:37,maestro,9661
1780,2021-02-21 00:33:21,mastercard,771
1781,2021-01-01 15:57:48,maestro,8217
1782,2021-05-15 08:32:36,switch,6629
1783,2021-10-26 14:12:25,china-unionpay,5290
1784,2021-02-16 17:05:30,jcb,5119
1785,2021-01-11 07:44:42,switch,4094
1786,2021-02-13 00:19:26,jcb,2451
1787,2021-02-28 04:18:23,jcb,9826
1788,2021-05-04 06:41:55,mastercard,6376
1789,2021-06-03 07:32:01,maestro,3551
1790,2021-11-11 09:39:17,diners-club-carte-blanche,9193
1791,2021-08-25 11:55:32,maestro,889
1792,2021-10-12 14:07:40,jcb,8308
1793,2021-08-28 07:08:29,jcb,6175
1794,2021-04-08 20:17:27,switch,9405
1795,2021-11-18 14:47:41,jcb,6721
1796,2021-09-22 03:36:17,mastercard,380
1797,2021-07-21 18:32:33,jcb,1722
1798,2021-07-26 02:51:59,jcb,5061
1799,2021-09-08 10:06:46,diners-club-international,3483
1800,2021-10-08 14:12:16,jcb,1111
1801,2021-08-02 19:25:45,laser,8234
1802,2021-04-27 04:32:10,mastercard,6215
1803,2021-10-05 20:51:41,switch,578
1804,2021-09-20 00:38:34,mastercard,5150
1805,2021-04-29 08:14:06,jcb,5868
1806,2021-07-26 07:39:24,visa-electron,2765
1807,2021-12-16 11:03:23,maestro,7960
1808,2021-02-07 09:42:19,jcb,4019
1809,2021-07-07 16:25:31,jcb,7091
1810,2021-04-03 15:01:57,maestro,1275
1811,2021-02-18 22:11:27,jcb,7346
1812,2021-11-27 04:26:14,jcb,216
1813,2021-03-27 19:34:01,laser,3946
1814,2021-12-06 13:23:50,instapayment,9175
1815,2021-07-18 19:42:15,jcb,6933
1816,2021-04-17 00:49:51,mastercard,8491
1817,2021-04-18 15:14:03,china-unionpay,4890
1818,2021-08-17 19:37:42,visa-electron,6845
1819,2021-12-25 01:20:56,switch,4870
1820,2021-04-29 23:20:46,switch,8042
1821,2021-05-04 06:40:56,jcb,6619
1822,2021-04-15 02:13:32,visa-electron,5198
1823,2021-05-10 15:54:03,diners-club-carte-blanche,5365
1824,2021-04-08 18:46:57,solo,8099
1825,2021-07-05 19:01:39,instapayment,9366
1826,2021-09-22 05:36:51,jcb,4545
1827,2021-12-30 04:13:09,china-unionpay,5090
1828,2021-08-04 14:47:21,maestro,2725
1829,2021-04-15 13:48:04,jcb,8936
1830,2021-12-20 18:13:56,jcb,4840
1831,2021-08-13 13:44:03,jcb,7167
1832,2021-02-17 22:56:13,jcb,9505
1833,2021-02-02 20:29:39,jcb,8643
1834,2021-04-17 23:22:03,diners-club-enroute,5522
1835,2021-03-08 21:36:19,jcb,5961
1836,2021-03-13 16:29:31,mastercard,9358
1837,2021-07-09 19:37:04,jcb,7315
1838,2021-11-26 17:40:46,instapayment,2185
1839,2021-06-06 18:42:53,diners-club-enroute,5569
1840,2021-09-01 19:47:40,jcb,1869
1841,2021-10-08 16:59:01,maestro,5233
1842,2021-03-06 09:58:41,bankcard,9787
1843,2021-04-27 09:12:07,mastercard,4030
1844,2021-09-22 12:37:02,jcb,6742
1845,2021-11-30 07:28:31,maestro,2457
1846,2021-03-29 07:00:41,laser,3582
1847,2021-03-04 06:04:17,jcb,9851
1848,2021-11-17 04:49:48,mastercard,9764
1849,2021-02-10 10:17:40,americanexpress,1621
1850,2021-05-31 01:04:34,switch,8264
1851,2021-01-18 02:28:51,jcb,8821
1852,2021-10-04 01:07:15,jcb,9328
1853,2021-08-14 01:36:57,diners-club-carte-blanche,5580
1854,2021-03-11 13:52:32,switch,7790
1855,2021-02-19 03:56:12,jcb,9859
1856,2021-06-06 17:18:16,jcb,7032
1857,2021-07-09 20:56:40,maestro,327
1858,2021-04-13 11:30:19,americanexpress,3618
1859,2021-01-17 22:00:47,jcb,6845
1860,2021-03-12 07:02:00,bankcard,4094
1861,2021-11-09 10:44:16,diners-club-carte-blanche,9454
1862,2021-02-22 00:25:55,mastercard,6929
1863,2021-03-13 06:53:44,jcb,7026
1864,2021-02-21 19:28:34,mastercard,8683
1865,2021-10-18 12:36:50,bankcard,1961
1866,2021-03-20 20:43:06,jcb,2012
1867,2021-07-26 08:01:49,visa,6579
1868,2021-03-18 11:08:21,diners-club-us-ca,7036
1869,2021-09-22 04:58:59,visa,3330
1870,2021-04-04 22:29:41,diners-club-international,1417
1871,2021-12-19 11:33:21,jcb,8656
1872,2021-03-21 21:51:15,visa-electron,4865
1873,2021-05-21 02:12:17,mastercard,7103
1874,2021-07-31 07:04:27,jcb,3194
1875,2021-10-10 19:11:50,jcb,5464
1876,2021-09-03 17:01:04,jcb,9580
1877,2021-06-07 11:48:19,visa-electron,5166
1878,2021-08-21 15:57:21,jcb,6696
1879,2021-07-05 16:19:03,jcb,4952
1880,2021-12-03 12:36:23,bankcard,8882
1881,2021-08-02 18:36:08,jcb,7060
1882,2021-10-23 09:39:13,laser,6773
1883,2021-12-13 18:23:01,maestro,701
1884,2021-08-27 12:38:34,jcb,1254
1885,2021-06-13 12:00:59,jcb,4453
1886,2021-08-21 05:41:50,switch,7239
1887,2021-09-24 07:52:12,jcb,575
1888,2021-04-09 07:04:35,instapayment,2839
