nation_or_region_name,type,sequence_num,longitude,latitude,part
Scotland,nation,0,-6.928722,58.22869,28
Scotland,nation,1,-6.951345,58.238955,28
Scotland,nation,2,-6.935364,58.241496,28
Scotland,nation,3,-6.928722,58.22869,28
Scotland,nation,0,-6.853727,58.225944,29
Scotland,nation,1,-6.861299,58.224011,29
Scotland,nation,2,-6.871884,58.242464,29
Scotland,nation,3,-6.853727,58.225944,29
Scotland,nation,0,-6.783233,58.200887,30
Scotland,nation,1,-6.864547,58.206068,30
Scotland,nation,2,-6.875711,58.220331,30
Scotland,nation,3,-6.862329,58.223748,30
Scotland,nation,4,-6.876807,58.229603,30
Scotland,nation,5,-6.893844,58.255363,30
Scotland,nation,6,-6.849929,58.257585,30
Scotland,nation,7,-6.836819,58.232554,30
Scotland,nation,8,-6.817899,58.229379,30
Scotland,nation,9,-6.818509,58.241023,30
Scotland,nation,10,-6.785162,58.221455,30
Scotland,nation,11,-6.783233,58.200887,30
Scotland,nation,0,-6.724118,56.53926,31
Scotland,nation,1,-6.76205,56.510987,31
Scotland,nation,2,-6.775488,56.525199,31
Scotland,nation,3,-6.805063,56.520104,31
Scotland,nation,4,-6.811088,56.487185,31
Scotland,nation,5,-6.876188,56.486569,31
Scotland,nation,6,-6.894557,56.47204,31
Scotland,nation,7,-6.88865,56.447424,31
Scotland,nation,8,-6.91302,56.439471,31
Scotland,nation,9,-6.948793,56.456983,31
Scotland,nation,10,-6.980232,56.451708,31
Scotland,nation,11,-6.975571,56.487799,31
Scotland,nation,12,-6.987735,56.503991,31
Scotland,nation,13,-7.008071,56.502136,31
Scotland,nation,14,-6.951118,56.529436,31
Scotland,nation,15,-6.888895,56.528982,31
Scotland,nation,16,-6.876858,56.519325,31
Scotland,nation,17,-6.818772,56.543431,31
Scotland,nation,18,-6.780074,56.537252,31
Scotland,nation,19,-6.755668,56.557229,31
Scotland,nation,20,-6.724118,56.53926,31
Scotland,nation,0,-6.718942,57.986313,32
Scotland,nation,1,-6.74113,58.001125,32
Scotland,nation,2,-6.723282,58.007628,32
Scotland,nation,3,-6.718942,57.986313,32
Scotland,nation,0,-6.641294,57.856494,33
Scotland,nation,1,-6.671253,57.849658,33
Scotland,nation,2,-6.681868,57.859517,33
Scotland,nation,3,-6.690414,57.85105,33
Scotland,nation,4,-6.683681,57.862432,33
Scotland,nation,5,-6.699642,57.870821,33
Scotland,nation,6,-6.705073,57.861518,33
Scotland,nation,7,-6.714325,57.875223,33
Scotland,nation,8,-6.658269,57.873635,33
Scotland,nation,9,-6.641294,57.856494,33
Scotland,nation,0,-6.587936,58.053029,34
Scotland,nation,1,-6.664995,58.053515,34
Scotland,nation,2,-6.672034,58.047311,34
Scotland,nation,3,-6.689389,58.057708,34
Scotland,nation,4,-6.587936,58.053029,34
Scotland,nation,0,-6.487815,57.344524,35
Scotland,nation,1,-6.492936,57.330018,35
Scotland,nation,2,-6.514885,57.333719,35
Scotland,nation,3,-6.487815,57.344524,35
Scotland,nation,0,-6.465081,57.045323,36
Scotland,nation,1,-6.511215,57.044125,36
Scotland,nation,2,-6.515983,57.056874,36
Scotland,nation,3,-6.596416,57.041205,36
Scotland,nation,4,-6.614006,57.050903,36
Scotland,nation,5,-6.557542,57.070328,36
Scotland,nation,6,-6.5072,57.071474,36
Scotland,nation,7,-6.465081,57.045323,36
Scotland,nation,0,-6.453451,56.688121,37
Scotland,nation,1,-6.499121,56.621175,37
Scotland,nation,2,-6.523141,56.624277,37
Scotland,nation,3,-6.52444,56.603313,37
Scotland,nation,4,-6.530995,56.610176,37
Scotland,nation,5,-6.610636,56.574834,37
Scotland,nation,6,-6.626576,56.588109,37
Scotland,nation,7,-6.639364,56.571954,37
Scotland,nation,8,-6.67819,56.580456,37
Scotland,nation,9,-6.696704,56.559772,37
Scotland,nation,10,-6.711228,56.577101,37
Scotland,nation,11,-6.677958,56.598465,37
Scotland,nation,12,-6.657313,56.594365,37
Scotland,nation,13,-6.612146,56.639283,37
Scotland,nation,14,-6.531748,56.676904,37
Scotland,nation,15,-6.494908,56.690713,37
Scotland,nation,16,-6.453451,56.688121,37
Scotland,nation,0,-6.381842,56.351192,38
Scotland,nation,1,-6.399829,56.318245,38
Scotland,nation,2,-6.421599,56.306579,38
Scotland,nation,3,-6.445158,56.313957,38
Scotland,nation,4,-6.425264,56.322813,38
Scotland,nation,5,-6.429754,56.337968,38
Scotland,nation,6,-6.381842,56.351192,38
Scotland,nation,0,-6.35211,57.902844,39
Scotland,nation,1,-6.352615,57.880096,39
Scotland,nation,2,-6.382026,57.902921,39
Scotland,nation,3,-6.35211,57.902844,39
Scotland,nation,0,-6.311696,55.856998,40
Scotland,nation,1,-6.328937,55.836458,40
Scotland,nation,2,-6.335709,55.849854,40
Scotland,nation,3,-6.314262,55.865667,40
Scotland,nation,4,-6.311696,55.856998,40
Scotland,nation,0,-6.237905,57.004697,41
Scotland,nation,1,-6.260031,56.960992,41
Scotland,nation,2,-6.317334,56.934458,41
Scotland,nation,3,-6.46033,57.008771,41
Scotland,nation,4,-6.329717,57.061057,41
Scotland,nation,5,-6.259641,57.036981,41
Scotland,nation,6,-6.246883,57.020247,41
Scotland,nation,7,-6.27357,57.011266,41
Scotland,nation,8,-6.237905,57.004697,41
Scotland,nation,0,-6.214005,56.83557,42
Scotland,nation,1,-6.235558,56.822393,42
Scotland,nation,2,-6.278249,56.836237,42
Scotland,nation,3,-6.267804,56.850548,42
Scotland,nation,4,-6.214005,56.83557,42
Scotland,nation,0,-6.178557,57.158946,43
Scotland,nation,1,-6.194139,57.145668,43
Scotland,nation,2,-6.209984,57.150357,43
Scotland,nation,3,-6.201729,57.135297,43
Scotland,nation,4,-6.222246,57.128622,43
Scotland,nation,5,-6.256663,57.149584,43
Scotland,nation,6,-6.21523,57.153126,43
Scotland,nation,7,-6.215155,57.165395,43
Scotland,nation,8,-6.178557,57.158946,43
Scotland,nation,0,-6.141014,56.4716,44
Scotland,nation,1,-6.20386,56.459989,44
Scotland,nation,2,-6.222086,56.471091,44
Scotland,nation,3,-6.239477,56.456062,44
Scotland,nation,4,-6.269937,56.477285,44
Scotland,nation,5,-6.258175,56.488986,44
Scotland,nation,6,-6.277821,56.471891,44
Scotland,nation,7,-6.282128,56.482486,44
Scotland,nation,8,-6.306982,56.479709,44
Scotland,nation,9,-6.311392,56.496356,44
Scotland,nation,10,-6.272027,56.490515,44
Scotland,nation,11,-6.222134,56.500736,44
Scotland,nation,12,-6.141014,56.4716,44
Scotland,nation,0,-6.13527,58.259168,45
Scotland,nation,1,-6.164408,58.228799,45
Scotland,nation,2,-6.153365,58.221147,45
Scotland,nation,3,-6.207392,58.18871,45
Scotland,nation,4,-6.250927,58.179624,45
Scotland,nation,5,-6.289856,58.205537,45
Scotland,nation,6,-6.352884,58.188692,45
Scotland,nation,7,-6.387519,58.214678,45
Scotland,nation,8,-6.367267,58.152861,45
Scotland,nation,9,-6.408704,58.141683,45
Scotland,nation,10,-6.424084,58.147769,45
Scotland,nation,11,-6.417488,58.137093,45
Scotland,nation,12,-6.369318,58.142898,45
Scotland,nation,13,-6.370558,58.13125,45
Scotland,nation,14,-6.49478,58.142449,45
Scotland,nation,15,-6.46827,58.126656,45
Scotland,nation,16,-6.421911,58.122893,45
Scotland,nation,17,-6.466183,58.103138,45
Scotland,nation,18,-6.627512,58.083087,45
Scotland,nation,19,-6.472158,58.096372,45
Scotland,nation,20,-6.432111,58.089756,45
Scotland,nation,21,-6.435486,58.100584,45
Scotland,nation,22,-6.398981,58.112018,45
Scotland,nation,23,-6.383416,58.092992,45
Scotland,nation,24,-6.396824,58.084744,45
Scotland,nation,25,-6.378574,58.092519,45
Scotland,nation,26,-6.368543,58.076339,45
Scotland,nation,27,-6.37373,58.048569,45
Scotland,nation,28,-6.434211,58.048348,45
Scotland,nation,29,-6.358289,58.039418,45
Scotland,nation,30,-6.387863,57.999828,45
Scotland,nation,31,-6.437758,58.016388,45
Scotland,nation,32,-6.44963,58.005805,45
Scotland,nation,33,-6.460127,58.0188,45
Scotland,nation,34,-6.470088,58.009197,45
Scotland,nation,35,-6.499948,58.016642,45
Scotland,nation,36,-6.498538,58.006231,45
Scotland,nation,37,-6.527042,58.015107,45
Scotland,nation,38,-6.525904,58.005448,45
Scotland,nation,39,-6.570848,58.004525,45
Scotland,nation,40,-6.474686,58.001246,45
Scotland,nation,41,-6.450451,57.988355,45
Scotland,nation,42,-6.471614,57.937516,45
Scotland,nation,43,-6.501598,57.940287,45
Scotland,nation,44,-6.519451,57.926678,45
Scotland,nation,45,-6.548575,57.956523,45
Scotland,nation,46,-6.541031,57.915982,45
Scotland,nation,47,-6.572984,57.924287,45
Scotland,nation,48,-6.578067,57.910063,45
Scotland,nation,49,-6.641544,57.961607,45
Scotland,nation,50,-6.606097,57.917206,45
Scotland,nation,51,-6.634142,57.927206,45
Scotland,nation,52,-6.651083,57.917466,45
Scotland,nation,53,-6.70216,57.960405,45
Scotland,nation,54,-6.714353,58.010015,45
Scotland,nation,55,-6.681102,58.03932,45
Scotland,nation,56,-6.756647,57.995254,45
Scotland,nation,57,-6.721458,57.962427,45
Scotland,nation,58,-6.740834,57.952366,45
Scotland,nation,59,-6.707203,57.95389,45
Scotland,nation,60,-6.673869,57.922214,45
Scotland,nation,61,-6.712647,57.915228,45
Scotland,nation,62,-6.670213,57.900212,45
Scotland,nation,63,-6.665136,57.882189,45
Scotland,nation,64,-6.802861,57.897559,45
Scotland,nation,65,-6.777351,57.883216,45
Scotland,nation,66,-6.812378,57.881895,45
Scotland,nation,67,-6.80378,57.867676,45
Scotland,nation,68,-6.773988,57.867618,45
Scotland,nation,69,-6.736356,57.826928,45
Scotland,nation,70,-6.760471,57.821278,45
Scotland,nation,71,-6.765728,57.832832,45
Scotland,nation,72,-6.773449,57.825391,45
Scotland,nation,73,-6.797814,57.83407,45
Scotland,nation,74,-6.791537,57.804503,45
Scotland,nation,75,-6.863008,57.833258,45
Scotland,nation,76,-6.833556,57.814823,45
Scotland,nation,77,-6.84619,57.802709,45
Scotland,nation,78,-6.862953,57.812715,45
Scotland,nation,79,-6.855429,57.790224,45
Scotland,nation,80,-6.882579,57.795977,45
Scotland,nation,81,-6.881328,57.77186,45
Scotland,nation,82,-6.922906,57.781465,45
Scotland,nation,83,-6.898975,57.764241,45
Scotland,nation,84,-6.937071,57.758347,45
Scotland,nation,85,-6.944611,57.738781,45
Scotland,nation,86,-6.97527,57.741923,45
Scotland,nation,87,-6.965631,57.727705,45
Scotland,nation,88,-7.019918,57.755322,45
Scotland,nation,89,-7.014162,57.769441,45
Scotland,nation,90,-7.030431,57.775316,45
Scotland,nation,91,-7.031449,57.767419,45
Scotland,nation,92,-7.117842,57.814864,45
Scotland,nation,93,-7.133925,57.837629,45
Scotland,nation,94,-7.10524,57.841615,45
Scotland,nation,95,-7.068321,57.823637,45
Scotland,nation,96,-7.024005,57.834998,45
Scotland,nation,97,-6.993492,57.86851,45
Scotland,nation,98,-6.960199,57.870291,45
Scotland,nation,99,-6.949956,57.906448,45
Scotland,nation,100,-6.815846,57.901455,45
Scotland,nation,101,-6.867511,57.923995,45
Scotland,nation,102,-6.849759,57.933171,45
Scotland,nation,103,-6.914351,57.936303,45
Scotland,nation,104,-6.901682,57.950909,45
Scotland,nation,105,-6.922057,57.939949,45
Scotland,nation,106,-7.00044,57.965357,45
Scotland,nation,107,-6.995246,57.954271,45
Scotland,nation,108,-7.023039,57.951936,45
Scotland,nation,109,-7.0584,57.969982,45
Scotland,nation,110,-7.080342,57.967104,45
Scotland,nation,111,-7.090297,57.994313,45
Scotland,nation,112,-7.110094,57.985762,45
Scotland,nation,113,-7.085015,58.021589,45
Scotland,nation,114,-7.05243,58.010058,45
Scotland,nation,115,-7.029021,58.03157,45
Scotland,nation,116,-6.909337,58.051047,45
Scotland,nation,117,-7.048461,58.034708,45
Scotland,nation,118,-7.064769,58.044329,45
Scotland,nation,119,-7.021348,58.05397,45
Scotland,nation,120,-7.059367,58.055422,45
Scotland,nation,121,-7.022522,58.070816,45
Scotland,nation,122,-7.028951,58.080768,45
Scotland,nation,123,-7.062452,58.06072,45
Scotland,nation,124,-7.088525,58.06428,45
Scotland,nation,125,-7.113393,58.114013,45
Scotland,nation,126,-7.137083,58.122943,45
Scotland,nation,127,-7.092773,58.159541,45
Scotland,nation,128,-7.101384,58.186089,45
Scotland,nation,129,-7.040621,58.184811,45
Scotland,nation,130,-7.065131,58.196592,45
Scotland,nation,131,-7.027391,58.244201,45
Scotland,nation,132,-7.02599,58.232375,45
Scotland,nation,133,-6.994357,58.233301,45
Scotland,nation,134,-6.976211,58.220255,45
Scotland,nation,135,-6.960422,58.235921,45
Scotland,nation,136,-6.908425,58.213703,45
Scotland,nation,137,-6.91093,58.203412,45
Scotland,nation,138,-6.96274,58.203447,45
Scotland,nation,139,-6.933292,58.188475,45
Scotland,nation,140,-6.893197,58.187269,45
Scotland,nation,141,-6.863626,58.116016,45
Scotland,nation,142,-6.887396,58.180147,45
Scotland,nation,143,-6.87069,58.171827,45
Scotland,nation,144,-6.879345,58.187742,45
Scotland,nation,145,-6.859531,58.181735,45
Scotland,nation,146,-6.85278,58.200012,45
Scotland,nation,147,-6.749896,58.192658,45
Scotland,nation,148,-6.734373,58.166754,45
Scotland,nation,149,-6.732855,58.17581,45
Scotland,nation,150,-6.717843,58.171168,45
Scotland,nation,151,-6.727416,58.1819,45
Scotland,nation,152,-6.707706,58.184578,45
Scotland,nation,153,-6.75666,58.194481,45
Scotland,nation,154,-6.742874,58.211309,45
Scotland,nation,155,-6.81004,58.253537,45
Scotland,nation,156,-6.81968,58.273845,45
Scotland,nation,157,-6.776773,58.280419,45
Scotland,nation,158,-6.825845,58.280678,45
Scotland,nation,159,-6.795769,58.296823,45
Scotland,nation,160,-6.804354,58.304405,45
Scotland,nation,161,-6.756615,58.306621,45
Scotland,nation,162,-6.667661,58.350892,45
Scotland,nation,163,-6.648785,58.354146,45
Scotland,nation,164,-6.639262,58.343275,45
Scotland,nation,165,-6.546983,58.365438,45
Scotland,nation,166,-6.520384,58.397098,45
Scotland,nation,167,-6.292723,58.486139,45
Scotland,nation,168,-6.281684,58.511794,45
Scotland,nation,169,-6.258301,58.51658,45
Scotland,nation,170,-6.222285,58.500892,45
Scotland,nation,171,-6.224952,58.489118,45
Scotland,nation,172,-6.180564,58.466854,45
Scotland,nation,173,-6.194448,58.446505,45
Scotland,nation,174,-6.16663,58.429573,45
Scotland,nation,175,-6.213926,58.369475,45
Scotland,nation,176,-6.162174,58.342532,45
Scotland,nation,177,-6.233083,58.317262,45
Scotland,nation,178,-6.281274,58.269105,45
Scotland,nation,179,-6.317891,58.26644,45
Scotland,nation,180,-6.334846,58.232342,45
Scotland,nation,181,-6.285036,58.208303,45
Scotland,nation,182,-6.157047,58.264077,45
Scotland,nation,183,-6.13527,58.259168,45
Scotland,nation,0,-6.132916,56.121267,46
Scotland,nation,1,-6.195685,56.060762,46
Scotland,nation,2,-6.18333,56.043671,46
Scotland,nation,3,-6.220975,56.028968,46
Scotland,nation,4,-6.209283,56.015799,46
Scotland,nation,5,-6.230725,56.018604,46
Scotland,nation,6,-6.25529,55.999285,46
Scotland,nation,7,-6.255078,56.013892,46
Scotland,nation,8,-6.279972,56.021437,46
Scotland,nation,9,-6.230112,56.028354,46
Scotland,nation,10,-6.26451,56.027424,46
Scotland,nation,11,-6.233536,56.032189,46
Scotland,nation,12,-6.254927,56.031636,46
Scotland,nation,13,-6.25392,56.041083,46
Scotland,nation,14,-6.282292,56.036713,46
Scotland,nation,15,-6.256315,56.049828,46
Scotland,nation,16,-6.263763,56.064068,46
Scotland,nation,17,-6.234855,56.094349,46
Scotland,nation,18,-6.205562,56.10835,46
Scotland,nation,19,-6.181303,56.104874,46
Scotland,nation,20,-6.181332,56.118001,46
Scotland,nation,21,-6.146208,56.133525,46
Scotland,nation,22,-6.132916,56.121267,46
Scotland,nation,0,-6.118887,56.936694,47
Scotland,nation,1,-6.127846,56.876479,47
Scotland,nation,2,-6.163456,56.871784,47
Scotland,nation,3,-6.211117,56.889528,47
Scotland,nation,4,-6.208063,56.907788,47
Scotland,nation,5,-6.159105,56.917924,47
Scotland,nation,6,-6.169097,56.93635,47
Scotland,nation,7,-6.140989,56.945891,47
Scotland,nation,8,-6.118887,56.936694,47
Scotland,nation,0,-6.018887,55.685029,48
Scotland,nation,1,-6.058308,55.656998,48
Scotland,nation,2,-6.073406,55.663215,48
Scotland,nation,3,-6.074242,55.642273,48
Scotland,nation,4,-6.091629,55.638141,48
Scotland,nation,5,-6.087004,55.648382,48
Scotland,nation,6,-6.149497,55.625519,48
Scotland,nation,7,-6.215373,55.630221,48
Scotland,nation,8,-6.234929,55.595355,48
Scotland,nation,9,-6.26801,55.578727,48
Scotland,nation,10,-6.338335,55.589606,48
Scotland,nation,11,-6.309261,55.645558,48
Scotland,nation,12,-6.26323,55.658605,48
Scotland,nation,13,-6.294473,55.706353,48
Scotland,nation,14,-6.341528,55.716389,48
Scotland,nation,15,-6.329023,55.74703,48
Scotland,nation,16,-6.269126,55.76468,48
Scotland,nation,17,-6.29485,55.784165,48
Scotland,nation,18,-6.350273,55.781556,48
Scotland,nation,19,-6.383882,55.730881,48
Scotland,nation,20,-6.481651,55.672172,48
Scotland,nation,21,-6.526461,55.693391,48
Scotland,nation,22,-6.499538,55.705977,48
Scotland,nation,23,-6.496909,55.736703,48
Scotland,nation,24,-6.462646,55.751748,48
Scotland,nation,25,-6.459901,55.781586,48
Scotland,nation,26,-6.487581,55.792482,48
Scotland,nation,27,-6.456622,55.809191,48
Scotland,nation,28,-6.456047,55.852746,48
Scotland,nation,29,-6.393705,55.858441,48
Scotland,nation,30,-6.327459,55.891693,48
Scotland,nation,31,-6.336813,55.857661,48
Scotland,nation,32,-6.327857,55.875242,48
Scotland,nation,33,-6.314433,55.866245,48
Scotland,nation,34,-6.319508,55.883388,48
Scotland,nation,35,-6.285783,55.878677,48
Scotland,nation,36,-6.199166,55.928197,48
Scotland,nation,37,-6.122679,55.938051,48
Scotland,nation,38,-6.131909,55.889564,48
Scotland,nation,39,-6.103476,55.812448,48
Scotland,nation,40,-6.083768,55.78269,48
Scotland,nation,41,-6.045699,55.764242,48
Scotland,nation,42,-6.052835,55.742566,48
Scotland,nation,43,-6.031005,55.728779,48
Scotland,nation,44,-6.040027,55.705685,48
Scotland,nation,45,-6.018887,55.685029,48
Scotland,nation,0,-5.982704,57.479548,49
Scotland,nation,1,-6.031695,57.429662,49
Scotland,nation,2,-5.991772,57.358344,49
Scotland,nation,3,-6.020496,57.332939,49
Scotland,nation,4,-6.050258,57.328125,49
Scotland,nation,5,-6.089055,57.349063,49
Scotland,nation,6,-6.080779,57.434946,49
Scotland,nation,7,-6.055049,57.462529,49
Scotland,nation,8,-6.01784,57.454635,49
Scotland,nation,9,-6.034111,57.489692,49
Scotland,nation,10,-6.023489,57.497099,49
Scotland,nation,11,-6.019998,57.479951,49
Scotland,nation,12,-5.99261,57.493685,49
Scotland,nation,13,-6.00437,57.516784,49
Scotland,nation,14,-5.982704,57.479548,49
Scotland,nation,0,-5.960977,57.584208,50
Scotland,nation,1,-5.976225,57.511139,50
Scotland,nation,2,-5.99808,57.527593,50
Scotland,nation,3,-5.982198,57.53931,50
Scotland,nation,4,-6.002765,57.543127,50
Scotland,nation,5,-5.982123,57.544208,50
Scotland,nation,6,-5.990152,57.570808,50
Scotland,nation,7,-5.960977,57.584208,50
Scotland,nation,0,-5.923646,57.282125,51
Scotland,nation,1,-5.983496,57.273003,51
Scotland,nation,2,-6.023837,57.30462,51
Scotland,nation,3,-6.000813,57.325951,51
Scotland,nation,4,-5.961423,57.321777,51
Scotland,nation,5,-5.924682,57.307142,51
Scotland,nation,6,-5.923646,57.282125,51
Scotland,nation,0,-5.886447,56.912828,52
Scotland,nation,1,-5.919172,56.897678,52
Scotland,nation,2,-5.93478,56.902029,52
Scotland,nation,3,-5.886447,56.912828,52
Scotland,nation,0,-5.870301,56.661246,53
Scotland,nation,1,-5.896356,56.655118,53
Scotland,nation,2,-5.880105,56.670445,53
Scotland,nation,3,-5.870301,56.661246,53
Scotland,nation,0,-5.846829,57.270272,54
Scotland,nation,1,-5.867419,57.265382,54
Scotland,nation,2,-5.874776,57.279788,54
Scotland,nation,3,-5.855032,57.284101,54
Scotland,nation,4,-5.846829,57.270272,54
Scotland,nation,0,-5.819561,57.335718,55
Scotland,nation,1,-5.845511,57.335054,55
Scotland,nation,2,-5.859368,57.35396,55
Scotland,nation,3,-5.819561,57.335718,55
Scotland,nation,0,-5.812948,59.119029,56
Scotland,nation,1,-5.843517,59.116603,56
Scotland,nation,2,-5.825641,59.134693,56
Scotland,nation,3,-5.812948,59.119029,56
Scotland,nation,0,-5.788267,57.736783,57
Scotland,nation,1,-5.801177,57.726542,57
Scotland,nation,2,-5.824082,57.734083,57
Scotland,nation,3,-5.788267,57.736783,57
Scotland,nation,0,-5.717827,55.685185,58
Scotland,nation,1,-5.761619,55.645557,58
Scotland,nation,2,-5.775092,55.674454,58
Scotland,nation,3,-5.738614,55.707488,58
Scotland,nation,4,-5.740637,55.724633,58
Scotland,nation,5,-5.719851,55.729891,58
Scotland,nation,6,-5.731515,55.687448,58
Scotland,nation,7,-5.717827,55.685185,58
Scotland,nation,0,-5.687437,56.111206,59
Scotland,nation,1,-5.835475,55.971098,59
Scotland,nation,2,-5.872687,55.889909,59
Scotland,nation,3,-5.887057,55.878881,59
Scotland,nation,4,-5.895676,55.889615,59
Scotland,nation,5,-5.902592,55.866563,59
Scotland,nation,6,-5.936555,55.866514,59
Scotland,nation,7,-5.964105,55.792202,59
Scotland,nation,8,-6.065356,55.805757,59
Scotland,nation,9,-6.096772,55.871737,59
Scotland,nation,10,-6.040672,55.942953,59
Scotland,nation,11,-5.917335,55.957396,59
Scotland,nation,12,-5.883684,55.969592,59
Scotland,nation,13,-5.893561,55.982404,59
Scotland,nation,14,-5.930017,55.960737,59
Scotland,nation,15,-6.006505,55.972682,59
Scotland,nation,16,-5.953946,56.036004,59
Scotland,nation,17,-5.703452,56.148464,59
Scotland,nation,18,-5.687437,56.111206,59
Scotland,nation,0,-5.685688,56.20268,60
Scotland,nation,1,-5.715472,56.211242,60
Scotland,nation,2,-5.690598,56.236953,60
Scotland,nation,3,-5.685688,56.20268,60
Scotland,nation,0,-5.669947,56.170448,61
Scotland,nation,1,-5.696198,56.160684,61
Scotland,nation,2,-5.740464,56.159928,61
Scotland,nation,3,-5.752074,56.170078,61
Scotland,nation,4,-5.690657,56.200908,61
Scotland,nation,5,-5.674683,56.192447,61
Scotland,nation,6,-5.669947,56.170448,61
Scotland,nation,0,-5.647851,56.452163,62
Scotland,nation,1,-5.652318,56.422348,62
Scotland,nation,2,-5.681127,56.43666,62
Scotland,nation,3,-5.652214,56.416835,62
Scotland,nation,4,-5.667548,56.389561,62
Scotland,nation,5,-5.709738,56.387108,62
Scotland,nation,6,-5.710672,56.414086,62
Scotland,nation,7,-5.743559,56.410134,62
Scotland,nation,8,-5.731605,56.395973,62
Scotland,nation,9,-5.79131,56.365868,62
Scotland,nation,10,-5.708512,56.384165,62
Scotland,nation,11,-5.690827,56.382548,62
Scotland,nation,12,-5.695213,56.370621,62
Scotland,nation,13,-5.833024,56.310672,62
Scotland,nation,14,-5.889468,56.321647,62
Scotland,nation,15,-5.849215,56.34417,62
Scotland,nation,16,-5.874314,56.35507,62
Scotland,nation,17,-5.93239,56.320992,62
Scotland,nation,18,-5.987636,56.321746,62
Scotland,nation,19,-6.048944,56.291655,62
Scotland,nation,20,-6.078474,56.302133,62
Scotland,nation,21,-6.142555,56.284004,62
Scotland,nation,22,-6.24522,56.286708,62
Scotland,nation,23,-6.267471,56.263965,62
Scotland,nation,24,-6.271822,56.273623,62
Scotland,nation,25,-6.323863,56.269308,62
Scotland,nation,26,-6.355017,56.292444,62
Scotland,nation,27,-6.385776,56.288393,62
Scotland,nation,28,-6.362533,56.301111,62
Scotland,nation,29,-6.378561,56.309053,62
Scotland,nation,30,-6.354745,56.346876,62
Scotland,nation,31,-6.294667,56.344261,62
Scotland,nation,32,-6.271213,56.336772,62
Scotland,nation,33,-6.267255,56.324167,62
Scotland,nation,34,-6.282917,56.323657,62
Scotland,nation,35,-6.241658,56.318773,62
Scotland,nation,36,-6.248807,56.343205,62
Scotland,nation,37,-6.191269,56.332757,62
Scotland,nation,38,-6.179893,56.341793,62
Scotland,nation,39,-6.102582,56.344048,62
Scotland,nation,40,-6.018122,56.366823,62
Scotland,nation,41,-6.017399,56.386722,62
Scotland,nation,42,-5.999736,56.388638,62
Scotland,nation,43,-6.024661,56.394044,62
Scotland,nation,44,-6.059283,56.375746,62
Scotland,nation,45,-6.195629,56.358694,62
Scotland,nation,46,-6.207867,56.385691,62
Scotland,nation,47,-6.152176,56.413107,62
Scotland,nation,48,-6.146579,56.438337,62
Scotland,nation,49,-6.118944,56.451624,62
Scotland,nation,50,-6.05466,56.452454,62
Scotland,nation,51,-6.000121,56.492703,62
Scotland,nation,52,-6.13015,56.47203,62
Scotland,nation,53,-6.150322,56.500116,62
Scotland,nation,54,-6.229848,56.528804,62
Scotland,nation,55,-6.286938,56.522836,62
Scotland,nation,56,-6.340912,56.535763,62
Scotland,nation,57,-6.338529,56.553111,62
Scotland,nation,58,-6.283014,56.578451,62
Scotland,nation,59,-6.315132,56.576002,62
Scotland,nation,60,-6.324071,56.606437,62
Scotland,nation,61,-6.271338,56.603734,62
Scotland,nation,62,-6.258218,56.615156,62
Scotland,nation,63,-6.18745,56.586941,62
Scotland,nation,64,-6.230105,56.622286,62
Scotland,nation,65,-6.218988,56.635502,62
Scotland,nation,66,-6.197402,56.624241,62
Scotland,nation,67,-6.198013,56.643452,62
Scotland,nation,68,-6.129022,56.656982,62
Scotland,nation,69,-6.066161,56.638973,62
Scotland,nation,70,-6.067393,56.6199,62
Scotland,nation,71,-5.987615,56.578406,62
Scotland,nation,72,-5.954155,56.521602,62
Scotland,nation,73,-5.8639,56.522098,62
Scotland,nation,74,-5.831051,56.508462,62
Scotland,nation,75,-5.796339,56.515502,62
Scotland,nation,76,-5.764091,56.48915,62
Scotland,nation,77,-5.724694,56.488317,62
Scotland,nation,78,-5.672957,56.452461,62
Scotland,nation,79,-5.647851,56.452163,62
Scotland,nation,0,-5.646676,57.255307,63
Scotland,nation,1,-5.668643,57.208819,63
Scotland,nation,2,-5.764371,57.169524,63
Scotland,nation,3,-5.800532,57.174379,63
Scotland,nation,4,-5.801065,57.148383,63
Scotland,nation,5,-5.779834,57.143983,63
Scotland,nation,6,-5.804311,57.121106,63
Scotland,nation,7,-5.853199,57.108175,63
Scotland,nation,8,-5.924007,57.042651,63
Scotland,nation,9,-6.017506,57.017668,63
Scotland,nation,10,-6.038668,57.056578,63
Scotland,nation,11,-6.002253,57.07369,63
Scotland,nation,12,-5.999873,57.123311,63
Scotland,nation,13,-5.84831,57.185262,63
Scotland,nation,14,-5.892574,57.171209,63
Scotland,nation,15,-5.993663,57.166754,63
Scotland,nation,16,-6.03395,57.223195,63
Scotland,nation,17,-6.028049,57.185088,63
Scotland,nation,18,-6.082762,57.124682,63
Scotland,nation,19,-6.1135,57.137579,63
Scotland,nation,20,-6.110341,57.186354,63
Scotland,nation,21,-6.164978,57.198701,63
Scotland,nation,22,-6.17177,57.174415,63
Scotland,nation,23,-6.322707,57.160052,63
Scotland,nation,24,-6.284475,57.197771,63
Scotland,nation,25,-6.340024,57.185045,63
Scotland,nation,26,-6.363069,57.192249,63
Scotland,nation,27,-6.385562,57.225209,63
Scotland,nation,28,-6.352978,57.228422,63
Scotland,nation,29,-6.345996,57.245581,63
Scotland,nation,30,-6.404392,57.231474,63
